Wavelength(nm)	Pump_35(uJ)	Pump_73(uJ)	Pump_140(uJ)	Pump_260(uJ)	Pump_400(uJ)
747.73	7.058E-4	0.00643894	0.01287823	0.0098791	0.00776205	0.010232
748.13	-0.00176415	0.00370458	0.00926179	0.00714474	0.00485141	0.00590976
748.53	0.00273436	0.00273436	0.01076118	0.010232	0.00370458	0.0063508
748.93	9.7021E-4	0.00511583	0.00934993	0.00882075	0.00590976	0.00696846
749.33	-0.00220519	0	0.00793868	0.00793868	0.00520431	0.00511583
749.73	7.058E-4	0.00564535	0.00449851	0.0063508	0.0063508	0.00493955
750.13	-0.00176415	0.00573349	0.00846785	0.0095262	0.00608639	0.00820309
750.53	0.00211705	0.0035283	0.00979096	0.00723288	0.00696846	0.00441038
750.93	-0.00299913	8.814E-5	0.00502769	0.0067037	0.00335203	0.00176415
751.33	-3.529E-4	0.00423375	0.00396934	0.00502769	0.00441038	0.00485141
751.73	1.7627E-4	0.00158788	0.00414561	0.0035283	0.00246995	0.00246995
752.13	0.0035283	0.00308726	0.0035283	0.00793868	0.00396934	0.00696846
752.52	-0.00158788	3.529E-4	1.7627E-4	0.00220519	-1.7627E-4	0.00396934
752.92	-0.00291099	-0.00361644	7.9394E-4	0.00211705	6.1731E-4	0.00123498
753.32	-0.00158788	-0.00246995	2.6476E-4	0.00344016	-0.00344016	-5.2917E-4
753.72	-0.00114684	0.00167601	3.529E-4	0.00423375	0.00458665	0.00476328
754.12	-0.0031754	-8.8208E-4	0.00158788	0.00238146	9.7021E-4	-0.00194042
754.52	0.00238146	0.00476328	0.00555686	0.00344016	0.00714474	0.00255809
754.92	-0.00149939	8.814E-5	3.529E-4	5.2917E-4	-4.4104E-4	-0.00167601
755.32	7.9394E-4	0.00105835	0.00335203	0.0035283	0.00185229	0.00238146
755.71	5.2917E-4	1.7627E-4	7.058E-4	0.0035283	1.7627E-4	-0.00344016
756.11	0.00123498	-8.814E-5	-0.00132311	0.00264623	0.00458665	4.4104E-4
756.51	-4.4104E-4	-8.814E-5	-0.00114684	7.9394E-4	-3.529E-4	7.058E-4
756.91	0.00308726	0.00158788	0.00141125	0.00502769	0.00502769	0.00211705
757.31	0.00238146	0.00176415	0.00344016	0.0028225	0.00149939	0.00246995
757.71	4.4104E-4	0.00344016	0.0035283	0.00176415	0.00361644	0.00291099
758.1	8.814E-5	0.00158788	0.00167601	-8.814E-5	0.00194042	-9.7021E-4
758.5	0.00149939	-0.00273436	-0.00167601	-0.00141125	0.00158788	-0.0035283
758.9	-0.00185229	-7.9394E-4	-0.00158788	0.00176415	8.8208E-4	-0.00158788
759.3	-0.00149939	7.058E-4	-0.00132311	0.00176415	0.00176415	-0.00141125
759.69	-0.00194042	-0.00255809	-7.058E-4	-0.00211705	5.2917E-4	-3.529E-4
760.09	0.00211705	0.00255809	0.00291099	0.00361644	0.00485141	0.00158788
760.49	0.00194042	-0.00123498	0.00105835	0.00441038	0.00520431	0.00299913
760.89	0.00335203	0.00229333	0.00291099	0.00194042	0.00132311	0.00273436
761.29	0.00299913	0.00211705	0.00379306	0.00423375	0.0035283	0.00229333
761.68	-0.00132311	-0.00202891	-0.00141125	0.00176415	-7.9394E-4	0.00194042
762.08	0.00299913	6.1731E-4	0.00238146	0.00255809	3.529E-4	8.814E-5
762.48	-9.7021E-4	0.00132311	-1.7627E-4	0.00291099	8.8208E-4	2.6476E-4
762.88	0.00167601	0.00291099	9.7021E-4	-2.6476E-4	0.00194042	3.529E-4
763.27	0.00396934	8.8208E-4	0.00194042	0.00299913	0.00158788	-7.9394E-4
763.67	8.8208E-4	0.00211705	-0.00176415	8.8208E-4	9.7021E-4	-8.814E-5
764.07	-2.6476E-4	-0.00405748	0.00141125	-0.00291099	-0.00194042	-0.00308726
764.46	-6.1731E-4	-0.00176415	0.00132311	-0.00149939	-0.00185229	1.7627E-4
764.86	0.00149939	3.529E-4	-8.814E-5	0.00423375	-8.814E-5	0.00194042
765.26	-7.058E-4	9.7021E-4	7.9394E-4	0.00396934	6.1731E-4	0.00255809
765.65	4.4104E-4	0.00141125	0.00105835	-6.1731E-4	-0.00114684	0.00132311
766.05	0.00467479	0.00220519	0.00529245	0.00405748	0.00361644	0.00202891
766.45	-0.00335203	0.00141125	4.4104E-4	0.00132311	2.6476E-4	6.1731E-4
766.85	-0.00158788	-0.00105835	0.00220519	5.2917E-4	0.00185229	0.00132311
767.24	-5.2917E-4	2.6476E-4	-8.8208E-4	3.529E-4	-2.6476E-4	0.00105835
767.64	0.00176415	5.2917E-4	-0.00229333	-7.058E-4	2.6476E-4	-0.00220519
768.04	3.529E-4	5.2917E-4	0.0028225	0.00273436	0.00264623	0.00185229
768.43	-0.00308726	-0.00229333	-0.00255809	-0.0028225	-0.00105835	-0.0035283
768.83	-0.00396934	-0.00123498	-8.814E-5	-9.7021E-4	-0.00132311	-0.00176415
769.22	-0.00379306	-0.00194042	-0.00132311	-0.00194042	-0.00185229	-0.00264623
769.62	-3.529E-4	-2.6476E-4	0.00202891	8.8208E-4	-4.4104E-4	0.00255809
770.02	8.8208E-4	0.00361644	5.2917E-4	0.00220519	6.1731E-4	-3.529E-4
770.41	-7.9394E-4	-0.00185229	3.529E-4	-8.8208E-4	-1.7627E-4	-0.0031754
770.81	-7.058E-4	-0.00167601	-8.8208E-4	-0.00255809	2.6476E-4	-5.2917E-4
771.21	0.00167601	2.6476E-4	4.4104E-4	0.00114684	5.2917E-4	-9.7021E-4
771.6	-0.00158788	-0.00176415	7.9394E-4	-0.00114684	-0.00361644	-0.00123498
772	-4.4104E-4	0.00238146	0.00344016	0.00361644	-8.8208E-4	0.00423375
772.39	0.00255809	0.00185229	0.00264623	0.00714474	0.00361644	0.00229333
772.79	-0.00246995	0.00202891	2.6476E-4	-0.00246995	0	9.7021E-4
773.18	-3.529E-4	0.00194042	9.7021E-4	2.6476E-4	-0.00185229	-0.00185229
773.58	-0.00344016	-0.00176415	-0.00132311	-0.00194042	-0.00211705	9.7021E-4
773.98	9.7021E-4	-9.7021E-4	-6.1731E-4	0.0031754	4.4104E-4	-0.00123498
774.37	3.529E-4	0	-9.7021E-4	5.2917E-4	0.00211705	9.7021E-4
774.77	0.00105835	0.00202891	0.00149939	0.00299913	-5.2917E-4	0.00238146
775.16	-0.00158788	-4.4104E-4	8.8208E-4	0.00105835	-0.00123498	-0.00105835
775.56	-0.00255809	3.529E-4	9.7021E-4	9.7021E-4	3.529E-4	0.00229333
775.95	-0.00114684	0.00246995	-0.00158788	0.00229333	0.00441038	0.00132311
776.35	8.8208E-4	1.7627E-4	-0.00308726	0.00255809	0.00229333	0.00158788
776.74	0.00299913	0.00299913	2.6476E-4	4.4104E-4	0.00114684	-0.00105835
777.14	2.6476E-4	-2.6476E-4	0.00220519	0.00211705	0.00396934	0
777.53	-9.7021E-4	-7.058E-4	-7.9394E-4	-0.00220519	-0.00529245	-0.00114684
777.93	0.00344016	0.00211705	9.7021E-4	0.00255809	0.00308726	-0.00114684
778.32	-7.9394E-4	0.00132311	0.00123498	0.00123498	-0.00114684	0.00149939
778.72	-9.7021E-4	-0.00185229	7.9394E-4	0.00105835	0.00229333	0.00141125
779.11	0.0028225	0.00361644	9.7021E-4	0.0031754	0.00273436	0.00264623
779.51	-0.00176415	-5.2917E-4	8.814E-5	0.00238146	1.7627E-4	-8.814E-5
779.9	-6.1731E-4	0.00194042	0.00132311	0.0028225	0.00114684	0.00326354
780.3	0.00467479	0.00344016	0.00238146	0.00273436	0.00273436	0.00511583
780.69	0.00132311	0.00211705	0.00185229	-0.00105835	-8.814E-5	-1.7627E-4
781.09	0.00176415	-0.00105835	-9.7021E-4	0.00264623	-0.00220519	-0.00202891
781.48	0.00158788	6.1731E-4	0.00105835	-9.7021E-4	0.00220519	-0.00167601
781.88	0.00167601	0.00149939	-1.7627E-4	0.0028225	-4.4104E-4	4.4104E-4
782.27	-0.00335203	-0.00167601	-0.00344016	-0.00326354	-0.00132311	-0.00538059
782.66	-6.1731E-4	0.00194042	-1.7627E-4	0.00246995	-0.00149939	-0.00220519
783.06	-7.058E-4	-8.8208E-4	-5.2917E-4	-6.1731E-4	-0.00255809	-0.00105835
783.45	4.4104E-4	-8.814E-5	3.529E-4	0.00211705	0.00299913	0
783.85	-0.00291099	5.2917E-4	-9.7021E-4	-0.00105835	7.9394E-4	-1.7627E-4
784.24	0.00414561	7.058E-4	0.0035283	0.00396934	0.00246995	2.6476E-4
784.64	-0.00185229	-6.1731E-4	0.00185229	-0.00176415	-0.00141125	5.2917E-4
785.03	-0.00176415	-0.00149939	-0.00273436	-7.9394E-4	-0.0038812	-0.00123498
785.42	-8.814E-5	5.2917E-4	0.00246995	0.00229333	-0.00255809	8.8208E-4
785.82	-5.2917E-4	-0.00255809	-0.00273436	-0.00158788	-0.00238146	-0.00220519
786.21	-0.00132311	0.00405748	-1.7627E-4	8.8208E-4	-5.2917E-4	0.00273436
786.6	-0.00502769	-0.00194042	-0.00246995	-7.058E-4	-0.00335203	-0.00344016
787	-0.00264623	0.0028225	0.00114684	0.00441038	0.00246995	0.00255809
787.39	-0.00299913	-9.7021E-4	-0.0028225	-0.00185229	-0.00264623	-0.00396934
787.78	-0.00167601	0.00132311	0.00105835	-0.00185229	-0.00211705	0.00273436
788.18	-0.00132311	2.6476E-4	-6.1731E-4	9.7021E-4	-0.00114684	0.00158788
788.57	-0.00176415	0.00114684	1.7627E-4	0.00141125	0.00132311	0.00149939
788.96	-0.00185229	-0.00229333	-0.0035283	-0.00167601	-0.00246995	-0.0031754
789.36	-0.00132311	0.00123498	0	0.00114684	0.00273436	0.00132311
789.75	-0.00220519	-5.2917E-4	-0.00176415	5.2917E-4	-0.00211705	-0.00158788
790.14	0.00291099	0.0038812	0.00361644	0.00476328	0.00335203	7.9394E-4
790.54	0.00141125	0.00132311	4.4104E-4	0.00246995	0.00176415	0.00149939
790.93	-8.8208E-4	-0.00220519	-0.00564535	-0.00396934	-0.00194042	-5.2917E-4
791.32	0.00185229	-0.00132311	0.00123498	0.00432224	0.00176415	0.0038812
791.72	-0.00185229	-4.4104E-4	-0.00176415	9.7021E-4	-5.2917E-4	0.00185229
792.11	7.9394E-4	0.00141125	-9.7021E-4	0.00308726	-0.00114684	-8.814E-5
792.5	0.00194042	-7.058E-4	-8.814E-5	0.00105835	-8.8208E-4	-9.7021E-4
792.89	-0.00291099	-0.00123498	-0.00264623	0.00158788	-9.7021E-4	-0.00326354
793.29	0.00493955	0.0031754	0.00608639	0.00493955	0.00511583	0.00441038
793.68	-0.00361644	-6.1731E-4	-0.00246995	-0.00114684	-0.00238146	-0.00176415
794.07	8.8208E-4	5.2917E-4	0.00211705	0.00273436	-2.6476E-4	-6.1731E-4
794.46	0.00167601	-5.2917E-4	0.00105835	0.00370458	-0.00114684	-8.814E-5
794.86	-0.00202891	0.00255809	2.6476E-4	-6.1731E-4	-0.00123498	-6.1731E-4
795.25	-0.0038812	-0.00105835	-0.0038812	-0.00194042	-0.00273436	-0.00220519
795.64	-3.529E-4	-6.1731E-4	-0.00176415	0	-4.4104E-4	-0.00335203
796.03	-2.6476E-4	2.6476E-4	1.7627E-4	0.00149939	0.00246995	-0.00158788
796.43	-0.00229333	-6.1731E-4	-0.00105835	-0.00255809	-0.00405748	-0.00123498
796.82	0.00149939	-9.7021E-4	-1.7627E-4	0.00238146	0.00149939	2.6476E-4
797.21	0.00405748	0.00335203	0.00335203	0.00520431	0.00273436	0.00211705
797.6	1.7627E-4	-0.00202891	3.529E-4	5.2917E-4	0.00211705	9.7021E-4
797.99	-0.00176415	4.4104E-4	-0.00238146	0.00158788	-3.529E-4	-0.00132311
798.39	-0.00326354	0.00185229	-5.2917E-4	-0.00264623	-0.00414561	4.4104E-4
798.78	-1.7627E-4	1.7627E-4	-0.00414561	-0.00149939	-0.00123498	8.814E-5
799.17	-6.1731E-4	-0.00167601	-0.00308726	0.00149939	-4.4104E-4	-0.00123498
799.56	0.00291099	0.00449851	0.00105835	0.00202891	0.00299913	0.0059979
799.95	0.00158788	-9.7021E-4	-0.00167601	6.1731E-4	0.00158788	0.00273436
800.34	9.7021E-4	-0.00123498	6.1731E-4	2.6476E-4	-0.00123498	-1.7627E-4
800.74	0.00132311	0.00114684	-0.00132311	0.00123498	-0.00167601	-6.1731E-4
801.13	-0.00396934	8.814E-5	2.6476E-4	0.00185229	5.2917E-4	0.00132311
801.52	0.00176415	0.00273436	8.8208E-4	0.00308726	7.9394E-4	-1.7627E-4
801.91	9.7021E-4	-3.529E-4	0.00105835	0.00361644	-4.4104E-4	-8.814E-5
802.3	0.00220519	4.4104E-4	-8.814E-5	0.00167601	-0.00185229	0.00185229
802.69	-7.9394E-4	-0.00458665	-0.00229333	2.6476E-4	-0.00141125	-0.00229333
803.08	-9.7021E-4	-0.00229333	-0.00238146	-8.8208E-4	9.7021E-4	-0.00291099
803.47	0.00158788	7.058E-4	0.00167601	0.00229333	0.00167601	0.00149939
803.87	0.00194042	-5.2917E-4	0.00141125	0.00114684	8.8208E-4	0.00141125
804.26	9.7021E-4	0.00273436	0.00176415	5.2917E-4	0.00211705	0.00255809
804.65	8.8208E-4	0.00176415	-7.9394E-4	8.8208E-4	8.8208E-4	-0.00238146
805.04	1.7627E-4	0.00185229	-0.00141125	4.4104E-4	6.1731E-4	0.00114684
805.43	-2.6476E-4	0.00229333	0.00158788	0.00202891	0.00211705	0.00149939
805.82	-9.7021E-4	-0.00326354	0	-1.7627E-4	-0.00308726	-0.00264623
806.21	0.00105835	0.00211705	-3.529E-4	0.00220519	0.00370458	-2.6476E-4
806.6	0.00149939	8.8208E-4	0.00361644	4.4104E-4	0.00220519	-0.00176415
806.99	-7.9394E-4	0.00149939	3.529E-4	-8.814E-5	0.00123498	-4.4104E-4
807.38	-0.00211705	-0.00185229	7.9394E-4	-9.7021E-4	1.7627E-4	-5.2917E-4
807.77	-0.00273436	-7.058E-4	0.00211705	6.1731E-4	-0.00114684	-8.814E-5
808.16	-0.00229333	0.00194042	-0.00123498	6.1731E-4	-9.7021E-4	-0.00220519
808.55	7.058E-4	0.00308726	5.2917E-4	0.00299913	0.00211705	0.00211705
808.94	0.00564535	0.00114684	0.0059979	0.0028225	0.00414561	0.0035283
809.33	-1.7627E-4	8.8208E-4	2.6476E-4	0.00167601	-6.1731E-4	0.00167601
809.72	0.00167601	-3.529E-4	0.00299913	-8.8208E-4	0.00105835	3.529E-4
810.11	0.00238146	0.00344016	4.4104E-4	0.00158788	0.00220519	0.00176415
810.5	-1.7627E-4	0.00185229	0.00220519	0.00185229	-0.00105835	7.058E-4
810.89	7.058E-4	-5.2917E-4	0.00123498	0.00211705	6.1731E-4	0.00105835
811.28	-0.00185229	2.6476E-4	7.058E-4	0	7.9394E-4	7.058E-4
811.67	0.0035283	0.00194042	0.00326354	0.00467479	8.8208E-4	5.2917E-4
812.06	-7.9394E-4	-2.6476E-4	0	0.00114684	-0.00211705	-0.00176415
812.45	-0.00185229	5.2917E-4	8.8208E-4	-3.529E-4	-0.00299913	-0.00229333
812.84	-0.00246995	9.7021E-4	8.814E-5	-0.00211705	-0.00291099	-0.0031754
813.23	3.529E-4	0	1.7627E-4	7.058E-4	2.6476E-4	5.2917E-4
813.62	0.0035283	0.00185229	0.0028225	0.00370458	9.7021E-4	2.6476E-4
814.01	0	0.00202891	0.00158788	0.00255809	0.00141125	0.00441038
814.4	4.4104E-4	-0.00167601	0.00132311	0.00176415	-0.00308726	-0.00149939
814.79	-0.00264623	-0.00132311	-0.0028225	0.00105835	-0.00132311	-0.00105835
815.18	-0.00246995	-0.00176415	-6.1731E-4	5.2917E-4	-7.9394E-4	-0.00291099
815.57	-5.2917E-4	0.00229333	0.00176415	-2.6476E-4	9.7021E-4	0.00185229
815.95	0.00105835	0.00485141	0.00149939	0.00105835	7.058E-4	0.00132311
816.34	-0.00370458	-1.7627E-4	0.00220519	-0.00211705	0	-0.00132311
816.73	0.00255809	6.1731E-4	0.00194042	0.00141125	0.00132311	3.529E-4
817.12	-0.00141125	0.00158788	0.00149939	-9.7021E-4	-0.00158788	8.8208E-4
817.51	0.00344016	0.00538059	0.00105835	0.00291099	0.00476328	0.00467479
817.9	0.00176415	7.058E-4	0.00114684	0.00141125	0.0035283	0.0028225
818.29	-6.1731E-4	-0.00185229	-7.058E-4	0.00211705	-0.0028225	-0.0031754
818.68	-0.00202891	5.2917E-4	2.6476E-4	-0.00123498	-1.7627E-4	-0.00246995
819.07	-0.00105835	6.1731E-4	0.0035283	0.00141125	-0.00149939	7.9394E-4
819.45	-9.7021E-4	-5.2917E-4	0	-5.2917E-4	-7.9394E-4	-0.00105835
819.84	-0.00264623	-1.7627E-4	7.9394E-4	-0.00158788	-0.00229333	-0.00176415
820.23	0.00476328	-2.6476E-4	7.058E-4	0.00529245	1.7627E-4	0.00299913
820.62	4.4104E-4	0.00185229	5.2917E-4	-0.00114684	-0.00114684	-7.058E-4
821.01	-0.00158788	-0.00220519	-0.00264623	7.058E-4	-0.00273436	-0.00511583
821.4	0.00141125	0.00132311	-0.00176415	-8.814E-5	-0.00114684	1.7627E-4
821.78	0.00326354	0.00132311	5.2917E-4	0.00202891	2.6476E-4	0.00335203
822.17	0.00220519	0.00396934	0.00405748	0.00299913	0.00344016	0.00167601
822.56	0.00423375	0.00105835	-6.1731E-4	0.00308726	0.00185229	1.7627E-4
822.95	-4.4104E-4	-7.9394E-4	2.6476E-4	-0.00141125	1.7627E-4	-0.00255809
823.34	-0.00264623	-0.00194042	-3.529E-4	-0.00264623	-0.00176415	0.00167601
823.72	-0.00105835	-8.814E-5	-9.7021E-4	9.7021E-4	-0.00132311	-0.00291099
824.11	0.00273436	2.6476E-4	0.00344016	0.00132311	-7.058E-4	7.058E-4
824.5	-0.00194042	0.00158788	0.00149939	-7.058E-4	-2.6476E-4	0.00132311
824.89	-0.00194042	-8.8208E-4	-0.00123498	1.7627E-4	-0.00238146	7.058E-4
825.27	6.1731E-4	0.00185229	5.2917E-4	0.00220519	0.00105835	-2.6476E-4
825.66	-0.0028225	-4.4104E-4	-0.00264623	0.00149939	1.7627E-4	-0.00432224
826.05	-0.00573349	-0.00379306	-0.00467479	-4.4104E-4	-0.00229333	-0.00529245
826.44	-2.6476E-4	-4.4104E-4	2.6476E-4	-0.00105835	9.7021E-4	0.00211705
826.82	6.1731E-4	-8.814E-5	-0.00114684	0.00167601	0.00123498	-5.2917E-4
827.21	0.00105835	-4.4104E-4	7.9394E-4	2.6476E-4	-7.058E-4	-2.6476E-4
827.6	0.00141125	0.00379306	0.00273436	0.00176415	0.00202891	0.00114684
827.98	-7.058E-4	-8.814E-5	-0.00105835	-1.7627E-4	-0.00273436	3.529E-4
828.37	-2.6476E-4	-0.00176415	-0.00105835	-3.529E-4	-0.0028225	-0.00141125
828.76	0.00158788	0.0028225	0.0038812	0.00564535	0.00220519	-8.814E-5
829.15	-0.00458665	-2.6476E-4	-0.00194042	-0.00114684	-0.0031754	-0.00458665
829.53	-7.058E-4	9.7021E-4	-0.00308726	-0.00441038	-6.1731E-4	-0.00123498
829.92	0.00194042	0.00194042	-3.529E-4	-8.814E-5	-9.7021E-4	-0.00211705
830.31	0.00211705	0.00264623	7.058E-4	-7.058E-4	-0.00246995	0.00264623
830.69	0.00149939	7.058E-4	7.058E-4	8.8208E-4	-0.00105835	9.7021E-4
831.08	3.529E-4	-0.00149939	8.814E-5	-0.00141125	-8.8208E-4	-0.00105835
831.47	0.00176415	1.7627E-4	0.00273436	-0.00220519	-6.1731E-4	-0.00185229
831.85	0.00114684	7.9394E-4	5.2917E-4	0.00141125	0.00432224	0.00194042
832.24	0.00141125	-4.4104E-4	-0.00123498	0.00229333	1.7627E-4	-6.1731E-4
832.63	0.00264623	0.00299913	0.00335203	9.7021E-4	-8.8208E-4	0.00114684
833.01	0.00105835	7.058E-4	0.00273436	-8.8208E-4	9.7021E-4	0.00123498
833.4	-0.00229333	-0.00255809	-6.1731E-4	9.7021E-4	0.00105835	-0.00132311
833.78	-8.8208E-4	0.00141125	8.814E-5	-3.529E-4	-7.058E-4	-0.00220519
834.17	5.2917E-4	0.00185229	-6.1731E-4	-0.00132311	-9.7021E-4	0.00123498
834.56	0.00238146	8.814E-5	0.00132311	2.6476E-4	-4.4104E-4	3.529E-4
834.94	-0.00158788	-0.00229333	-0.00273436	-0.00202891	-0.00149939	-0.00167601
835.33	0.00502769	0.00370458	6.1731E-4	0.00176415	-0.00105835	4.4104E-4
835.71	8.814E-5	7.058E-4	-3.529E-4	-5.2917E-4	-0.00123498	-0.00238146
836.1	0.00238146	0.00123498	-1.7627E-4	0.00211705	1.7627E-4	0.00149939
836.49	-0.00114684	-0.00423375	-0.00467479	-0.00414561	-0.00361644	-0.00370458
836.87	0.00238146	0.00432224	0.00308726	0.00396934	0.00211705	0.00344016
837.26	-0.00441038	-0.00238146	-0.00414561	-0.00141125	-0.00299913	-5.2917E-4
837.64	-0.00493955	-0.00123498	-5.2917E-4	-0.00202891	-0.00308726	-0.0038812
838.03	0.00185229	0.00326354	0.00132311	1.7627E-4	0.00414561	0.00299913
838.41	0.00141125	8.8208E-4	0.00176415	0.00326354	0.00158788	0.00414561
838.8	7.058E-4	-0.00114684	0.00158788	2.6476E-4	-3.529E-4	1.7627E-4
839.18	0.00538059	0.00220519	0.00202891	0.0035283	6.1731E-4	0.00291099
839.57	-0.02804978	-0.02284546	-0.01014386	-0.01490679	-4.4104E-4	-0.0105849
839.95	-0.00105835	-0.00105835	-4.4104E-4	2.6476E-4	-9.7021E-4	-0.00520431
840.34	0.00105835	0.00167601	0.00158788	-1.7627E-4	-0.00114684	2.6476E-4
840.73	-0.00141125	8.8208E-4	-0.00238146	8.8208E-4	-0.00176415	7.9394E-4
841.11	0.00194042	0.0028225	-7.9394E-4	0.0035283	0.00149939	0.00123498
841.5	2.6476E-4	0.00132311	-0.00114684	5.2917E-4	-5.2917E-4	-3.529E-4
841.88	-1.7627E-4	-0.00370458	-0.00132311	6.1731E-4	0.00194042	0.00194042
842.26	-0.00246995	-0.00335203	-0.00344016	8.814E-5	-0.00229333	-0.00264623
842.65	5.2917E-4	0.00344016	0.00158788	0.00220519	0.00299913	0.00211705
843.03	-0.00273436	-0.0028225	-0.00458665	-8.8208E-4	-0.00149939	-0.00185229
843.42	0.00141125	-5.2917E-4	-0.00299913	-0.00149939	-0.00308726	-0.00105835
843.8	-6.1731E-4	-2.6476E-4	1.7627E-4	-8.814E-5	0.00132311	-6.1731E-4
844.19	-8.8208E-4	0.00132311	-0.00238146	-4.4104E-4	-0.00361644	-7.9394E-4
844.57	-0.00238146	0	-6.1731E-4	-8.814E-5	2.6476E-4	8.8208E-4
844.96	0.00246995	0.00264623	8.8208E-4	0.00238146	0.00291099	0.00238146
845.34	-7.058E-4	-0.00255809	0.00149939	8.814E-5	-0.00123498	0
845.73	-0.00132311	-0.00132311	7.9394E-4	-0.00176415	-7.058E-4	-0.00220519
846.11	9.7021E-4	-0.00194042	-0.00167601	-3.529E-4	-0.00405748	-0.00299913
846.49	-0.00141125	-0.00229333	-1.7627E-4	0.00114684	-0.00220519	-0.00255809
846.88	8.8208E-4	-2.6476E-4	0.00167601	0.00149939	0	0.00114684
847.26	0.00246995	4.4104E-4	0.0028225	-8.8208E-4	-0.00344016	-0.00158788
847.65	0.00141125	0.00211705	0.00141125	5.2917E-4	3.529E-4	-2.6476E-4
848.03	-8.8208E-4	-2.6476E-4	-0.00255809	3.529E-4	6.1731E-4	-0.00114684
848.41	-0.00211705	-2.6476E-4	4.4104E-4	-1.7627E-4	-0.00273436	2.6476E-4
848.8	7.9394E-4	0.00176415	0.00255809	0.00123498	0.00299913	-7.058E-4
849.18	-0.00229333	-0.00167601	-0.00229333	-0.00220519	-9.7021E-4	-0.00238146
849.56	0.00370458	0.00423375	0.00229333	-0.00185229	-5.2917E-4	-0.00114684
849.95	2.6476E-4	-0.00105835	4.4104E-4	0.00141125	0.00185229	0.00132311
850.33	0.00158788	0.0038812	0.00246995	0.00414561	0.00476328	8.814E-5
850.71	0.00299913	0.00370458	0.00441038	0.00396934	0.00344016	0.0035283
851.1	-2.6476E-4	-0.00141125	0.00114684	6.1731E-4	0.00141125	-0.00211705
851.48	-2.6476E-4	0.00123498	-0.00185229	2.6476E-4	0.00238146	2.6476E-4
851.86	0.0028225	0.00176415	0.00114684	0.00176415	0.00414561	0.00194042
852.25	2.6476E-4	-0.00194042	-0.0035283	-0.00158788	8.814E-5	-9.7021E-4
852.63	0.00167601	4.4104E-4	0.00202891	0.00273436	0.00229333	0.00299913
853.01	-4.4104E-4	0.00229333	4.4104E-4	0.00176415	5.2917E-4	-5.2917E-4
853.4	-0.00291099	-6.1731E-4	-0.00211705	-0.00123498	-0.00176415	-0.00211705
853.78	0.00158788	8.8208E-4	0.00158788	0.00246995	6.1731E-4	0.00185229
854.16	-0.0031754	-4.4104E-4	-0.00176415	8.814E-5	-0.00308726	-8.814E-5
854.55	0.00114684	-7.058E-4	-9.7021E-4	0.00202891	-7.9394E-4	-0.00202891
854.93	0.00176415	0.00308726	0.00114684	0.0035283	0.00167601	-0.00132311
855.31	0.00326354	0	-8.8208E-4	9.7021E-4	-7.058E-4	-8.8208E-4
855.69	-0.00149939	-4.4104E-4	-0.00344016	-0.00194042	-0.00149939	-0.0038812
856.08	7.058E-4	-0.00158788	-5.2917E-4	6.1731E-4	-0.00185229	-7.058E-4
856.46	3.529E-4	-0.00105835	3.529E-4	2.6476E-4	-0.00238146	8.8208E-4
856.84	0	0.00158788	0.00291099	3.529E-4	5.2917E-4	0.00220519
857.22	-0.00132311	-0.00176415	-0.00414561	0	-0.00158788	-7.9394E-4
857.61	0.00105835	0.00141125	-0.00114684	-6.1731E-4	1.7627E-4	0.00299913
857.99	0.00158788	0.00132311	-2.6476E-4	6.1731E-4	-2.6476E-4	-3.529E-4
858.37	-0.00246995	-0.00141125	-0.00123498	5.2917E-4	7.9394E-4	-0.00132311
858.75	-0.0028225	-0.00449851	-0.00229333	-0.00405748	-0.00573349	-0.00194042
859.13	0.00105835	-0.00158788	-0.00141125	0.00105835	-7.9394E-4	-4.4104E-4
859.52	0.00158788	0.00141125	0.00211705	0.00132311	0.00220519	-0.00220519
859.9	0.00132311	0.00229333	-4.4104E-4	3.529E-4	4.4104E-4	-0.00194042
860.28	-5.2917E-4	0.00194042	6.1731E-4	2.6476E-4	-5.2917E-4	-8.8208E-4
860.66	-0.00264623	0.00194042	0.00255809	-9.7021E-4	4.4104E-4	8.814E-5
861.04	-7.058E-4	-0.00220519	-1.7627E-4	8.8208E-4	6.1731E-4	0.00132311
861.43	0.00220519	0.00123498	-0.00123498	-0.00105835	8.814E-5	-7.058E-4
861.81	5.2917E-4	-0.00114684	0.00105835	0.00105835	0.00202891	0.00308726
862.19	9.7021E-4	4.4104E-4	-7.9394E-4	8.814E-5	-8.814E-5	7.9394E-4
862.57	6.1731E-4	0.00114684	0.00220519	0.00114684	2.6476E-4	0.00114684
862.95	-0.00194042	-0.00255809	-0.00326354	-0.00432224	-2.6476E-4	-0.00220519
863.33	-0.00299913	-0.00326354	-0.00238146	-0.0035283	1.7627E-4	-0.00158788
863.71	8.814E-5	0.00132311	-8.8208E-4	0.00264623	-0.00132311	-9.7021E-4
864.1	3.529E-4	0.00114684	0.00123498	8.814E-5	-8.8208E-4	-2.6476E-4
864.48	-0.0028225	-0.00291099	4.4104E-4	-0.00149939	-0.00194042	-0.00114684
864.86	4.4104E-4	0.00211705	-1.7627E-4	0.00211705	-6.1731E-4	0
865.24	4.4104E-4	0.00202891	-1.7627E-4	-1.7627E-4	9.7021E-4	-2.6476E-4
865.62	0.00344016	0.00123498	0.00149939	0.00396934	0.00167601	0.00220519
